access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter,n,ppn,tx,filename,bw_GiB_s
read,70803.5072,4458.3387,0.0567,131072.0,16384.0,0.0069,0.4594,0.0057,0.4628,8,1,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,69.14405
write,94563.0988,5965.2779,0.0416,131072.0,16384.0,0.0063,0.3433,0.0106,0.3465,8,2,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,92.346776171875
read,71010.4514,4468.5806,0.0565,131072.0,16384.0,0.0063,0.4583,0.0062,0.4615,8,2,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,69.3461439453125
write,93696.4737,5911.4871,0.0427,131072.0,16384.0,0.0064,0.3464,0.0066,0.3497,8,3,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,91.50046259765625
read,70094.9857,4411.7598,0.0572,131072.0,16384.0,0.0065,0.4642,0.0063,0.4675,8,3,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,68.45213447265625
write,94677.8788,5973.9444,0.042,131072.0,16384.0,0.0064,0.3428,0.0073,0.3461,8,4,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,92.458866015625
read,70905.3833,4462.6421,0.0567,131072.0,16384.0,0.0063,0.4589,0.0052,0.4621,8,4,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,69.24353837890625
write,95248.0623,6011.5589,0.0417,131072.0,16384.0,0.0066,0.3407,0.0069,0.344,8,5,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,93.01568583984375
read,71062.0735,4473.3348,0.0564,131072.0,16384.0,0.0065,0.4578,0.007,0.4611,8,5,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,69.39655615234375
write,95051.3668,5997.5609,0.042,131072.0,16384.0,0.0064,0.3415,0.0053,0.3447,8,6,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,92.823600390625
read,70928.0705,4463.8481,0.057,131072.0,16384.0,0.0063,0.4588,0.0038,0.462,8,6,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,69.26569384765625
write,95449.4844,6022.2049,0.0421,131072.0,16384.0,0.0063,0.3401,0.0033,0.3433,8,7,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,93.212387109375
read,70915.9567,4462.6908,0.0566,131072.0,16384.0,0.0062,0.4589,0.0058,0.4621,8,7,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,69.25386396484375
write,94433.606,5959.2938,0.0421,131072.0,16384.0,0.0065,0.3437,0.0077,0.347,8,8,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,92.220318359375
read,71074.4211,4473.8916,0.0566,131072.0,16384.0,0.0064,0.4578,0.0048,0.461,8,8,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,69.40861435546876
write,95445.0433,6026.2608,0.0422,131072.0,16384.0,0.0068,0.3398,0.0034,0.3433,8,9,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,93.20805009765625
read,70958.6478,4467.5789,0.0568,131072.0,16384.0,0.0066,0.4584,0.0044,0.4618,8,9,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,69.2955544921875
write,23138.6306,11598.4627,0.0219,131072.0,2048.0,0.0068,1.4126,0.0098,1.4162,8,0,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,22.5963189453125
read,11703.0118,5858.4924,0.0434,131072.0,2048.0,0.0066,2.7966,0.0164,2.8,8,0,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,11.4287224609375
write,23783.9989,11921.323,0.0214,131072.0,2048.0,0.0066,1.3743,0.0073,1.3777,8,1,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,23.22656142578125
read,11688.4389,5851.182,0.0435,131072.0,2048.0,0.0067,2.8001,0.016,2.8035,8,1,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,11.41449111328125
write,23808.8476,11933.0626,0.0214,131072.0,2048.0,0.0065,1.373,0.0048,1.3763,8,2,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,23.250827734375
read,11686.3667,5849.9323,0.0436,131072.0,2048.0,0.0065,2.8007,0.0299,2.804,8,2,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,11.41246748046875
write,23859.6784,11958.1033,0.0213,131072.0,2048.0,0.0064,1.3701,0.0067,1.3734,8,3,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,23.3004671875
read,11780.2027,5896.8787,0.0432,131072.0,2048.0,0.0063,2.7784,0.0192,2.7816,8,3,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,11.50410419921875
write,23843.7586,11950.9078,0.0213,131072.0,2048.0,0.0065,1.3709,0.0101,1.3743,8,4,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,23.2849205078125
read,11768.4705,5891.2132,0.0433,131072.0,2048.0,0.0065,2.7811,0.0196,2.7844,8,4,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,11.49264697265625
write,23515.6495,11784.7936,0.0217,131072.0,2048.0,0.0062,1.3903,0.0056,1.3935,8,5,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,22.96450146484375
read,11783.5872,5898.5004,0.0434,131072.0,2048.0,0.0062,2.7777,0.0129,2.7808,8,5,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,11.507409375
write,23978.4028,12019.1939,0.0213,131072.0,2048.0,0.0067,1.3632,0.0026,1.3666,8,6,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,23.416408984375
read,11772.4996,5893.3706,0.0434,131072.0,2048.0,0.0066,2.7801,0.0163,2.7834,8,6,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,11.496581640625
write,23930.544,11995.9258,0.0212,131072.0,2048.0,0.0068,1.3658,0.0072,1.3693,8,7,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,23.369671875
read,11672.4053,5843.3568,0.0434,131072.0,2048.0,0.0068,2.8039,0.0296,2.8073,8,7,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,11.39883330078125
write,23931.3482,11995.3625,0.0213,131072.0,2048.0,0.0066,1.3659,0.0063,1.3693,8,8,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,23.3704572265625
read,11729.5964,5871.8119,0.0434,131072.0,2048.0,0.0066,2.7903,0.0156,2.7936,8,8,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,11.454683984375
write,23951.0619,12003.5803,0.0213,131072.0,2048.0,0.0062,1.3649,0.0062,1.3681,8,9,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,23.38970888671875
read,11744.3855,5878.7373,0.0434,131072.0,2048.0,0.0061,2.787,0.0162,2.7901,8,9,1,8,2M,ior_rw_n-1_ppn-8_tx-2M_1782550906.csv,11.46912646484375
write,254464.7451,16007.8765,0.0621,131072.0,16384.0,0.0063,0.5117,0.0178,0.5151,32,0,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,248.50072763671875
read,215190.6825,13517.4191,0.0746,131072.0,16384.0,0.0061,0.606,0.0237,0.6091,32,0,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,210.14715087890625
write,255096.2158,16053.0795,0.0617,131072.0,16384.0,0.0067,0.5103,0.0169,0.5138,32,1,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,249.1173982421875
read,214934.5014,13507.2749,0.0743,131072.0,16384.0,0.0066,0.6065,0.0245,0.6098,32,1,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,209.8969740234375
write,254690.7371,16028.2999,0.0618,131072.0,16384.0,0.0069,0.5111,0.017,0.5146,32,2,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,248.72142294921875
read,213110.9898,13395.0977,0.0745,131072.0,16384.0,0.0069,0.6116,0.0282,0.615,32,2,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,208.1162009765625
write,256498.3868,16133.5746,0.0622,131072.0,16384.0,0.0063,0.5078,0.0153,0.511,32,3,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,250.486705859375
read,212437.4437,13346.257,0.0748,131072.0,16384.0,0.0063,0.6138,0.0332,0.617,32,3,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,207.45844111328125
write,255133.5075,16055.0972,0.0626,131072.0,16384.0,0.0068,0.5102,0.0149,0.5137,32,4,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,249.15381591796876
read,214349.641,13472.6426,0.0751,131072.0,16384.0,0.0067,0.608,0.0235,0.6115,32,4,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,209.3258212890625
write,254325.0125,16001.0629,0.0624,131072.0,16384.0,0.0066,0.512,0.0179,0.5154,32,5,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,248.36427001953126
read,213725.4049,13431.4266,0.0748,131072.0,16384.0,0.0066,0.6099,0.0215,0.6133,32,5,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,208.71621572265624
write,256009.972,16103.0351,0.0634,131072.0,16384.0,0.0063,0.5087,0.016,0.512,32,6,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,250.00973828125
read,215138.0504,13517.5733,0.0742,131072.0,16384.0,0.0063,0.606,0.0192,0.6092,32,6,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,210.09575234375
write,255654.4797,16077.4016,0.0617,131072.0,16384.0,0.0061,0.5095,0.0156,0.5127,32,7,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,249.66257783203125
read,213464.6584,13409.2592,0.0734,131072.0,16384.0,0.0061,0.6109,0.0236,0.614,32,7,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,208.46158046875
write,240629.3694,15130.3831,0.0653,131072.0,16384.0,0.0064,0.5414,0.0192,0.5447,32,8,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,234.9896185546875
read,211886.9801,13312.4701,0.0741,131072.0,16384.0,0.0063,0.6154,0.0228,0.6186,32,8,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,206.92087900390624
write,254581.4045,16018.6754,0.0622,131072.0,16384.0,0.0067,0.5114,0.0167,0.5149,32,9,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,248.61465283203125
read,212940.6154,13381.3152,0.0749,131072.0,16384.0,0.0065,0.6122,0.0199,0.6155,32,9,2,16,16M,ior_rw_n-2_ppn-16_tx-16M_1782551898.csv,207.9498197265625
write,97924.5407,49095.712,0.0207,131072.0,2048.0,0.0069,1.3349,0.0448,1.3385,32,0,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,95.62943427734375
read,48839.3993,24450.5746,0.0416,131072.0,2048.0,0.0067,2.6803,0.0259,2.6837,32,0,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,47.69472587890625
write,99823.7626,50036.617,0.0203,131072.0,2048.0,0.0063,1.3098,0.0306,1.313,32,1,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,97.4841431640625
read,48624.1363,24340.2593,0.0418,131072.0,2048.0,0.0063,2.6925,0.0276,2.6956,32,1,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,47.48450810546875
write,100655.893,50459.2745,0.0202,131072.0,2048.0,0.0066,1.2988,0.0221,1.3022,32,2,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,98.2967705078125
read,48965.1399,24513.0467,0.0415,131072.0,2048.0,0.0067,2.6735,0.0254,2.6768,32,2,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,47.81751943359375
write,101104.127,50683.1167,0.02,131072.0,2048.0,0.0065,1.2931,0.0225,1.2964,32,3,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,98.7344990234375
read,49030.5489,24545.4031,0.0415,131072.0,2048.0,0.0065,2.67,0.0177,2.6733,32,3,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,47.88139541015625
write,99250.5805,49757.6913,0.0204,131072.0,2048.0,0.0069,1.3171,0.0165,1.3206,32,4,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,96.92439501953125
read,48922.0849,24492.4258,0.0415,131072.0,2048.0,0.0068,2.6758,0.0288,2.6792,32,4,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,47.77547353515625
write,101312.3966,50790.9365,0.02,131072.0,2048.0,0.0067,1.2903,0.0181,1.2937,32,5,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,98.9378873046875
read,48956.746,24509.0229,0.0416,131072.0,2048.0,0.0066,2.674,0.0273,2.6773,32,5,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,47.809322265625
write,101327.2791,50792.241,0.02,131072.0,2048.0,0.0064,1.2903,0.0178,1.2936,32,6,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,98.95242099609375
read,48814.1344,24436.2699,0.0415,131072.0,2048.0,0.0063,2.6819,0.0238,2.6851,32,6,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,47.670053125
write,101886.972,51075.1936,0.0199,131072.0,2048.0,0.0065,1.2831,0.0116,1.2864,32,7,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,99.49899609375
read,48841.4169,24450.4375,0.0417,131072.0,2048.0,0.0064,2.6804,0.0334,2.6836,32,7,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,47.69669619140625
write,101752.0441,51004.3141,0.0199,131072.0,2048.0,0.0063,1.2849,0.0158,1.2882,32,8,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,99.36723056640625
read,49004.5006,24531.3793,0.0415,131072.0,2048.0,0.0062,2.6715,0.0243,2.6747,32,8,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,47.8559576171875
write,99504.4854,49880.5071,0.0204,131072.0,2048.0,0.0065,1.3139,0.0145,1.3172,32,9,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,97.1723490234375
read,48908.1924,24483.9525,0.0415,131072.0,2048.0,0.0064,2.6767,0.0249,2.68,32,9,2,16,2M,ior_rw_n-2_ppn-16_tx-2M_1782551851.csv,47.761906640625
write,313233.6849,19666.1189,0.1004,131072.0,16384.0,0.0072,0.8331,0.0372,0.8369,64,0,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,305.89227041015624
read,278954.9026,17499.19,0.1134,131072.0,16384.0,0.0069,0.9363,0.036,0.9397,64,0,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,272.4168970703125
write,314209.4701,19724.1176,0.1019,131072.0,16384.0,0.0071,0.8307,0.04,0.8343,64,1,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,306.8451856445312
read,277396.3888,17398.6529,0.1155,131072.0,16384.0,0.0067,0.9417,0.0326,0.945,64,1,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,270.8949109375
write,315129.2024,19771.7305,0.0997,131072.0,16384.0,0.0063,0.8287,0.0307,0.8319,64,2,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,307.74336171875
read,277590.2412,17410.7267,0.1151,131072.0,16384.0,0.0077,0.941,0.0355,0.9444,64,2,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,271.084219921875
write,313750.6742,19691.3367,0.1016,131072.0,16384.0,0.0068,0.832,0.0357,0.8355,64,3,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,306.3971427734375
read,276643.3758,17352.5882,0.1159,131072.0,16384.0,0.0067,0.9442,0.0286,0.9476,64,3,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,270.1595466796875
write,310944.6049,19514.0745,0.1041,131072.0,16384.0,0.0068,0.8396,0.0286,0.8431,64,4,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,303.6568407226562
read,276969.651,17372.7326,0.1158,131072.0,16384.0,0.0067,0.9431,0.0248,0.9465,64,4,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,270.4781748046875
write,314554.831,19740.7816,0.1025,131072.0,16384.0,0.0067,0.83,0.027,0.8334,64,5,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,307.1824521484375
read,277124.5557,17381.8946,0.1148,131072.0,16384.0,0.0066,0.9426,0.0307,0.9459,64,5,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,270.6294489257813
write,312412.735,19609.7697,0.1005,131072.0,16384.0,0.0069,0.8355,0.0361,0.8391,64,6,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,305.0905615234375
read,278506.4985,17466.521,0.1161,131072.0,16384.0,0.0064,0.938,0.0318,0.9412,64,6,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,271.97900244140624
write,314401.6532,19727.5433,0.1013,131072.0,16384.0,0.0064,0.8305,0.0322,0.8338,64,7,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,307.032864453125
read,276695.6591,17352.2727,0.1158,131072.0,16384.0,0.0063,0.9442,0.0305,0.9474,64,7,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,270.21060458984374
write,314277.2779,19724.2648,0.1021,131072.0,16384.0,0.0067,0.8307,0.0361,0.8341,64,8,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,306.91140419921874
read,278078.0992,17440.4956,0.115,131072.0,16384.0,0.0064,0.9394,0.0347,0.9427,64,8,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,271.56064375
write,314571.75,19736.3366,0.1019,131072.0,16384.0,0.0063,0.8301,0.0369,0.8333,64,9,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,307.198974609375
read,278314.3939,17454.0594,0.1157,131072.0,16384.0,0.0063,0.9387,0.0316,0.9419,64,9,2,32,16M,ior_rw_n-2_ppn-32_tx-16M_1782551966.csv,271.7914002929688
write,189103.7861,94813.4551,0.0214,131072.0,2048.0,0.0074,1.3824,0.0504,1.3862,64,0,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,184.67166611328125
read,97505.2772,48814.0434,0.0419,131072.0,2048.0,0.0067,2.6851,0.0243,2.6885,64,0,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,95.219997265625
write,192819.7166,96635.2505,0.0211,131072.0,2048.0,0.0061,1.3564,0.0249,1.3595,64,1,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,188.3005044921875
read,97480.8733,48796.8336,0.0418,131072.0,2048.0,0.0062,2.6861,0.0264,2.6892,64,1,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,95.19616533203126
write,189413.9853,94933.0733,0.0214,131072.0,2048.0,0.0064,1.3807,0.0276,1.384,64,2,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,184.97459501953125
read,96856.0504,48486.07,0.0419,131072.0,2048.0,0.0064,2.7033,0.0366,2.7065,64,2,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,94.58598671875
write,194464.8114,97475.2128,0.0208,131072.0,2048.0,0.0065,1.3447,0.021,1.348,64,3,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,189.9070423828125
read,97474.677,48796.4525,0.0417,131072.0,2048.0,0.0065,2.6861,0.0266,2.6894,64,3,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,95.1901142578125
write,194926.9582,97717.794,0.0208,131072.0,2048.0,0.0068,1.3413,0.0187,1.3448,64,4,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,190.3583576171875
read,97040.1974,48582.1767,0.0419,131072.0,2048.0,0.0068,2.6979,0.0259,2.7014,64,4,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,94.7658177734375
write,195137.3299,97816.0803,0.0207,131072.0,2048.0,0.0066,1.34,0.0199,1.3434,64,5,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,190.56379873046876
read,97341.0399,48730.4869,0.0416,131072.0,2048.0,0.0065,2.6897,0.0284,2.693,64,5,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,95.05960927734375
write,196086.135,98278.7526,0.0207,131072.0,2048.0,0.0062,1.3337,0.0124,1.3369,64,6,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,191.4903662109375
read,97361.5371,48737.7144,0.0419,131072.0,2048.0,0.0062,2.6893,0.0277,2.6925,64,6,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,95.07962607421875
write,192263.9249,96365.9026,0.021,131072.0,2048.0,0.0064,1.3601,0.0246,1.3635,64,7,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,187.75773916015626
read,97344.7715,48731.286,0.0417,131072.0,2048.0,0.0064,2.6897,0.0256,2.6929,64,7,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,95.06325341796875
write,195696.8903,98094.7977,0.0207,131072.0,2048.0,0.0065,1.3362,0.0208,1.3395,64,8,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,191.11024443359375
read,97445.2879,48781.3413,0.0418,131072.0,2048.0,0.0064,2.6869,0.0265,2.6902,64,8,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,95.16141396484375
write,195662.4135,98077.315,0.0207,131072.0,2048.0,0.0065,1.3364,0.0206,1.3398,64,9,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,191.07657568359375
read,96948.746,48532.7133,0.0419,131072.0,2048.0,0.0064,2.7007,0.0265,2.7039,64,9,2,32,2M,ior_rw_n-2_ppn-32_tx-2M_1782551917.csv,94.676509765625
write,335290.2874,21020.093,0.1438,131072.0,16384.0,0.0072,1.1692,0.0499,1.1728,96,0,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,327.4319212890625
read,235076.079,14725.1625,0.1805,131072.0,16384.0,0.0076,1.669,0.4481,1.6727,96,0,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,229.5664833984375
write,335025.4096,21011.2538,0.1431,131072.0,16384.0,0.0078,1.1697,0.0493,1.1737,96,1,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,327.1732515625
read,240683.9748,15078.0207,0.1859,131072.0,16384.0,0.0077,1.6299,0.3656,1.6337,96,1,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,235.042944140625
write,335383.2198,21024.0845,0.1442,131072.0,16384.0,0.0068,1.1689,0.0508,1.1724,96,2,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,327.5226755859375
read,237083.7876,14849.1963,0.1713,131072.0,16384.0,0.0073,1.655,0.3902,1.6586,96,2,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,231.527136328125
write,335823.4213,21049.6425,0.1426,131072.0,16384.0,0.0066,1.1675,0.0545,1.1709,96,3,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,327.95255986328124
read,244678.3582,15325.5173,0.1701,131072.0,16384.0,0.0074,1.6036,0.4562,1.6071,96,3,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,238.9437091796875
write,335103.8962,21012.6373,0.1452,131072.0,16384.0,0.0075,1.1696,0.0486,1.1734,96,4,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,327.2498986328125
read,249639.5559,15640.8511,0.1525,131072.0,16384.0,0.0077,1.5713,0.4176,1.5751,96,4,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,243.78862880859376
write,336844.1497,21116.0311,0.1433,131072.0,16384.0,0.0067,1.1639,0.0498,1.1674,96,5,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,328.94936494140626
read,247629.9087,15510.1499,0.1807,131072.0,16384.0,0.0072,1.5845,0.4091,1.5879,96,5,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,241.82608271484375
write,334743.624,20983.9476,0.1443,131072.0,16384.0,0.0068,1.1712,0.0597,1.1747,96,6,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,326.8980703125
read,257207.535,16116.4872,0.1524,131072.0,16384.0,0.0078,1.5249,0.3159,1.5288,96,6,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,251.1792333984375
write,335217.641,21012.2732,0.1415,131072.0,16384.0,0.0067,1.1696,0.0525,1.173,96,7,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,327.3609775390625
read,246432.7497,15437.3038,0.1947,131072.0,16384.0,0.0074,1.592,0.4342,1.5956,96,7,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,240.65698212890624
write,335457.0296,21029.6433,0.143,131072.0,16384.0,0.0069,1.1686,0.0517,1.1722,96,8,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,327.59475546875
read,239701.6847,15015.2594,0.1898,131072.0,16384.0,0.0074,1.6367,0.4715,1.6404,96,8,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,234.08367646484376
write,335511.6917,21038.1416,0.1442,131072.0,16384.0,0.0075,1.1682,0.0626,1.172,96,9,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,327.6481364257813
read,254351.5268,15938.5386,0.1847,131072.0,16384.0,0.008,1.5419,0.3575,1.546,96,9,2,48,16M,ior_rw_n-2_ppn-48_tx-16M_1782552044.csv,248.390162890625
write,266201.2545,133468.3804,0.0227,131072.0,2048.0,0.0078,1.4731,0.0412,1.4771,96,0,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,259.96216259765623
read,143451.9574,71831.874,0.0425,131072.0,2048.0,0.008,2.7371,0.0355,2.7411,96,0,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,140.0898021484375
write,267637.3791,134121.1102,0.0226,131072.0,2048.0,0.0066,1.4659,0.0434,1.4692,96,1,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,261.36462802734377
read,143769.5334,71975.6114,0.0424,131072.0,2048.0,0.0069,2.7316,0.0357,2.735,96,1,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,140.3999349609375
write,267419.6184,134024.4788,0.0228,131072.0,2048.0,0.0067,1.467,0.0346,1.4704,96,2,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,261.15197109375
read,144893.3289,72537.3534,0.0421,131072.0,2048.0,0.0068,2.7104,0.0359,2.7138,96,2,2,48,2M,ior_rw_n-2_ppn-48_tx-2M_1782551992.csv,141.49739150390624
